,symbol,displaySymbol,name,slug,logo,temporaryDataDelay,price,percentage,percentage_1h,percentage_7d,changeValue,marketCap,volume,FullCount,rank,Status,market_cap_percent_change_1d,20DMA,CMP-20DMA,CMP-20DMA_%,3m_change%,ticker
250,zetachain,zeta,ZetaChain,zetachain-zeta,https://coin-images.coingecko.com/coins/images/26718/large/Twitter_icon.png?1696525788,False,0.519828,-0.05285697255362261,-0.0040334919444912475,-0.26936120303390004,-0.028819999999999957,178659776,18635374.0,,251,active,-0.04625518670792598,,,,,
251,nem,xem,NEM,nem-xem,https://coin-images.coingecko.com/coins/images/242/large/NEM_WC_Logo_200px.png?1696501595,False,0.01958976,-0.06815187253958889,-0.0071315372424721616,-0.10735713439797405,-0.0014332700000000004,176506606,1930654.0,,252,active,-0.04327689109517302,,,,,
252,skale,skl,SKALE,skale-skl,https://coin-images.coingecko.com/coins/images/13245/large/SKALE_token_300x300.png?1696513021,False,0.03394963,-0.011366740952788976,-0.010535240247701918,0.0022257517762471145,-0.00038901000000000213,175983084,29722742.0,,253,active,-0.003020068840716722,,,,,
253,banana-gun,banana,Banana Gun,banana-gun-banana,https://coin-images.coingecko.com/coins/images/31744/large/bg-logo-coingecko-200.png?1716971024,False,50.89,-0.11512532411408823,-0.02628549501151185,0.43228875209848894,-6.660000000000004,175462992,100252789.0,,254,active,-0.11890588637158957,,,,,
254,benqi-liquid-staked-avax,savax,BENQI Liquid Staked AVAX,benqi-liquid-staked-avax-savax,https://coin-images.coingecko.com/coins/images/23657/large/savax_blue.png?1696522860,False,23.97,-0.01317414573898725,-0.007039337474120007,-0.018025399426464615,-0.3200000000000003,173289510,658388.0,,255,active,-0.015333531665006212,,,,,
255,uma,uma,UMA,uma-uma,https://coin-images.coingecko.com/coins/images/10951/large/UMA.png?1696510900,False,2.08,-0.05000000000000014,-0.009478672985782,0.02955665024630545,-0.11000000000000032,172962247,22589703.0,,256,active,-0.049922762734223046,,,,,
256,superrare,rare,SuperRare,superrare-rare,https://coin-images.coingecko.com/coins/images/17753/large/RARE.png?1709598473,False,0.24528,-0.2650753768844221,0.001685386397221953,1.7201011206789532,-0.08693200000000001,171061471,635342678.0,,257,active,-0.2291363208735147,,,,,
257,yearn-finance,yfi,yearn.finance,yearn.finance-yfi,https://coin-images.coingecko.com/coins/images/11849/large/yearn.jpg?1696511720,False,5011.28,0.016233196695694646,-0.007392907633142594,0.0012256825184299488,80.51000000000022,167460539,15500367.0,,258,active,0.012678180835754215,,,,,
258,decred,dcr,Decred,decred-dcr,https://coin-images.coingecko.com/coins/images/329/large/decred.png?1696501665,False,10.2,0.014895729890764682,-0.013526570048309063,0.04820512820512827,0.15000000000000036,165922199,3313060.0,,259,active,0.012027524222083837,,,,,
259,centrifuge,cfg,Centrifuge,centrifuge-cfg,https://coin-images.coingecko.com/coins/images/15380/large/centrifuge.PNG?1696515027,False,0.33041,0.001114641482230964,-0.0071660100582970915,-0.0022128168282757044,0.00036800000000003497,164642187,439591.0,,260,active,-0.00032043481888920696,,,,,
260,alchemix-usd,alusd,Alchemix USD,alchemix-usd-alusd,https://coin-images.coingecko.com/coins/images/14114/large/Alchemix_USD.png?1696513835,False,0.977315,-0.01998785827293124,0.00031226420213424877,-0.020178125836625295,-0.019556999999999936,163179230,37939.0,,261,active,-0.00038437417591661595,,,,,
261,api3,api3,API3,api3-api3,https://coin-images.coingecko.com/coins/images/13256/large/api3.jpg?1696513031,False,1.39,0.01449275362318842,-0.021126760563380302,0.01449275362318842,0.020000000000000018,161861409,28900482.0,,262,active,0.01237671992385262,,,,,
262,io,io,io.net,io-io,https://coin-images.coingecko.com/coins/images/37754/large/io_blackbg.png?1715446363,False,1.68,-0.05084745762711869,-0.023255813953488393,0.09090909090909084,-0.09000000000000008,159894411,80483614.0,,263,active,-0.054615159401535225,,,,,
263,chia,xch,Chia,chia-xch,https://coin-images.coingecko.com/coins/images/15174/large/zV5K5y9f_400x400.png?1696514829,False,14.6,-0.018729096989966512,-0.010832769126608,-0.014112903225806508,-0.27999999999999936,158585465,10297480.0,,264,active,-0.022286434037631933,,,,,
264,casper-network,cspr,Casper Network,casper-network-cspr,https://coin-images.coingecko.com/coins/images/15279/large/CSPR_Token_Logo_CoinGecko.png?1709518377,False,0.01286742,-0.031348607956452806,-0.011732502329128154,-0.09450135956945088,-0.0004155700000000005,157423131,2487079.0,,265,active,-0.029188792981476752,,,,,
265,loopring,lrc,Loopring,loopring-lrc,https://coin-images.coingecko.com/coins/images/913/large/LRC.png?1696502034,False,0.125864,0.012555421039550249,-0.009808082236997211,-0.002141209190607291,0.001565999999999984,156836444,9662689.0,,266,active,0.008153682410453687,,,,,
266,vethor-token,vtho,VeThor,vethor-vtho,https://coin-images.coingecko.com/coins/images/5230/large/VTHO_Token_Icon.png?1696505735,False,0.00196679,0.018114593029268752,-0.010044182325057043,-0.009214247612146157,3.5029999999999914e-05,156346091,2135428.0,,267,active,0.01866151814162617,,,,,
267,band-protocol,band,Band Protocol,band-protocol-band,https://coin-images.coingecko.com/coins/images/9545/large/Band_token_blue_violet_token.png?1696509627,False,1.078,0.0018639328984156587,0.0,-0.040178571428571556,0.0020000000000000018,156237643,7322315.0,,268,active,0.00481331748108795,,,,,
268,osaka-protocol,osak,Osaka Protocol,osaka-protocol-osak,https://coin-images.coingecko.com/coins/images/30911/large/OSAK_LOGO_200x200.png?1723662197,False,2.03931e-07,-0.0341614024453768,-0.00635345096814488,0.025393521660658943,-7.214000000000001e-09,155053012,207601.0,,269,active,-0.03648736252975312,,,,,
269,frax-share,fxs,Frax Share,frax-share-fxs,https://coin-images.coingecko.com/coins/images/13423/large/Frax_Shares_icon.png?1696513183,False,1.93,-0.03500000000000003,-0.015306122448979605,0.03763440860215045,-0.07000000000000006,154840794,17086200.0,,270,active,-0.04382604906330385,,,,,
270,baby-doge-coin,babydoge,Baby Doge Coin,baby-doge-coin-babydoge,https://coin-images.coingecko.com/coins/images/16125/large/babydoge.jpg?1696515731,False,1.019e-09,-0.01828681424446587,-0.003917727717923793,-0.023923444976076572,-1.9000000000000038e-11,154379773,3725652.0,,271,active,-0.018957657564334672,,,,,
271,ponke,ponke,PONKE,ponke-ponke,https://coin-images.coingecko.com/coins/images/33929/large/ponke.png?1703415326,False,0.282084,-0.06934414652481961,-0.028342301324503414,-0.20316814578486153,-0.02130800000000005,153517791,12536269.0,,272,active,-0.08612113655306364,,,,,
272,space-id,id,SPACE ID,space-id-id,https://coin-images.coingecko.com/coins/images/29468/large/sid_token_logo_%28green2%29.png?1696528413,False,0.355928,-0.01304453881207656,-0.01222805743027796,-0.03481160206017896,-0.004705999999999988,153251747,9506990.0,,273,active,-0.017031478526551794,,,,,
273,wrapped-ether-mantle-bridge,weth,Wrapped Ether (Mantle Bridge),wrapped-ether-(mantle-bridge)-weth,https://coin-images.coingecko.com/coins/images/31013/large/wrapped-eth-mantle-bridge.png?1696529850,False,2580.15,-0.02081279066692345,-0.016598824234054396,0.0032631289652050163,-55.08999999999969,152452450,7751071.0,,274,active,-0.018687077578771673,,,,,
274,swissborg,borg,SwissBorg,swissborg-borg,https://coin-images.coingecko.com/coins/images/2117/large/YJUrRy7r_400x400.png?1696503083,False,0.15478,-0.01866351286397334,-0.0015574820278158067,-0.08985060093968313,-0.002951000000000009,152393960,1004387.0,,275,active,-0.021706635193644734,,,,,
275,ontology,ont,Ontology,ontology-ont,https://coin-images.coingecko.com/coins/images/3447/large/ONT.png?1696504138,False,0.167142,0.0017520070080279523,-0.004310139543744194,0.004083498216852309,0.0002919999999999867,151837243,8713363.0,,276,active,0.0031461729896336927,,,,,
276,across-protocol,acx,Across Protocol,across-protocol-acx,https://coin-images.coingecko.com/coins/images/28161/large/across-200x200.png?1696527165,False,0.37655,-0.05265342469888605,-0.018524656479584498,0.10105253925094293,-0.020930999999999977,151000489,385559.0,,277,active,-0.05489868584275613,,,,,
277,creditcoin-2,ctc,Creditcoin,creditcoin-ctc,https://coin-images.coingecko.com/coins/images/10569/large/ctc.png?1696510552,False,0.408064,-0.021721937221188054,-0.02075794032723785,-0.03860369224122144,-0.00909099999999996,149795934,5063439.0,,278,active,-0.025281265880888,,,,,
278,aleph-zero,azero,Aleph Zero,aleph-zero-azero,https://coin-images.coingecko.com/coins/images/17212/large/azero-logo_coingecko.png?1698147162,False,0.457218,-0.013829846920059207,-0.00531718002203516,-0.032234224352065015,-0.006408999999999998,149663857,999592.0,,279,active,-0.013357181707050868,,,,,
279,audius,audio,Audius,audius-audio,https://coin-images.coingecko.com/coins/images/12913/large/AudiusCoinLogo_2x.png?1696512701,False,0.118927,0.005361816389653704,-0.009882066219859318,-0.017023362467182838,0.0006310000000000066,149094517,24903022.0,,280,active,0.006024920889188157,,,,,
280,edu-coin,edu,Open Campus,open-campus-edu,https://coin-images.coingecko.com/coins/images/29948/large/EDU_Logo.png?1696528874,False,0.570596,0.012773147546412629,-0.011308850457429798,0.08176453472339756,0.007174000000000014,148414483,12349874.0,,281,active,0.01718200229597519,,,,,
281,chromaway,chr,Chromia,chromia-chr,https://coin-images.coingecko.com/coins/images/5000/large/Chromia.png?1696505533,False,0.176971,0.032653491312696105,-0.010826612114403219,0.10365754470262897,0.005578,147312325,27732242.0,,282,active,0.037563356238181314,,,,,
282,rollbit-coin,rlb,Rollbit Coin,rollbit-coin-rlb,https://coin-images.coingecko.com/coins/images/24552/large/unziL6wO_400x400.jpg?1696523729,False,0.058464,0.00497005884687738,-0.004823697262042251,-0.060952995243086325,0.00028800000000000353,145752372,916621.0,,283,active,0.00243122238738092,,,,,
283,mythos,myth,Mythos,mythos-myth,https://coin-images.coingecko.com/coins/images/28045/large/Mythos_Logos_200x200.png?1696527059,False,0.203484,0.002687310470649096,0.0006735397216363487,-0.1485718113836388,0.0005449999999999899,143941461,3931330.0,,284,active,0.002807959188011354,,,,,
284,paal-ai,paal,PAAL AI,paal-ai-paal,https://coin-images.coingecko.com/coins/images/30815/large/Paal_New_Logo_%281%29.png?1718160584,False,0.168007,-0.056085088523431366,-0.03603433907553903,-0.18244998110689675,-0.010155999999999998,142781400,1464966.0,,285,active,-0.07343128483748697,,,,,
285,yield-guild-games,ygg,Yield Guild Games,yield-guild-games-ygg,https://coin-images.coingecko.com/coins/images/17358/large/Shield_Mark_-_Colored_-_Iridescent.png?1696516909,False,0.374639,0.049310546501557646,-0.018966460056357794,-0.02186756272213541,0.01753699999999997,142372422,86178506.0,,286,active,0.04965679858854564,,,,,
286,tellor,trb,Tellor Tributes,tellor-tributes-trb,https://coin-images.coingecko.com/coins/images/9644/large/Blk_icon_current.png?1696509713,False,54.02,-0.006981444056586488,-0.012068019747668616,-0.04047576779691108,-0.38000000000000256,140934254,31256931.0,,287,active,-0.004953182670579293,,,,,
287,moonbeam,glmr,Moonbeam,moonbeam-glmr,https://coin-images.coingecko.com/coins/images/22459/large/Moonbeam_GLMR_ICON.png?1716647586,False,0.156822,0.028730925220969317,-0.014284816095567409,-0.007220992728422409,0.004385,140127000,7092483.0,,288,active,0.025420358535846056,,,,,
288,zignaly,zig,Zignaly,zignaly-zig,https://coin-images.coingecko.com/coins/images/14796/large/zignaly.jpg?1704292004,False,0.098346,-0.04627840826351614,-0.003458869966835471,-0.14165640044385036,-0.004767000000000007,139290363,9926973.0,,289,active,-0.05083835272767829,,,,,
289,hivemapper,honey,Hivemapper,hivemapper-honey,https://coin-images.coingecko.com/coins/images/28388/large/honey.png?1696527388,False,0.059869,-0.02734036464720791,-0.0206671741072906,-0.09670316320177377,-0.0016719999999999999,139056468,215522.0,,290,active,-0.028840313204649474,,,,,
290,non-playable-coin,npc,Non-Playable Coin,non-playable-coin-npc,https://coin-images.coingecko.com/coins/images/31193/large/NPC_200x200.png?1696530021,False,0.01717509,-0.10452773896256,-0.022215190520609787,-0.16146675985780426,-0.00201523,138569432,2856573.0,,291,active,-0.11731545488812474,,,,,
291,stasis-eurs,eurs,STASIS EURO,stasis-euro-eurs,https://coin-images.coingecko.com/coins/images/5164/large/EURS_300x300.png?1696505680,False,1.1,0.0,0.0,0.007326007326007332,0.0,136764495,526791.0,,292,active,-0.00036822020073797095,,,,,
292,ozone-chain,ozo,Ozone Chain,ozone-chain-ozo,https://coin-images.coingecko.com/coins/images/31385/large/ozonechain-momogram-200x200.png?1696530201,False,0.248498,0.012551551013089473,0.005196550202964978,0.07619674630537603,0.0030799999999999994,134994460,583892.0,,293,active,0.012274428631619058,,,,,
293,ssv-network,ssv,SSV Network,ssv-network-ssv,https://coin-images.coingecko.com/coins/images/19155/large/ssv.png?1696518606,False,19.01,-0.03649265078560562,-0.017589239524055864,-0.04520341536916116,-0.7199999999999989,134599846,26317283.0,,294,active,-0.04634595343578282,,,,,
294,coti,coti,COTI,coti-coti,https://coin-images.coingecko.com/coins/images/2962/large/Coti.png?1696503705,False,0.085581,0.002516945481790272,-0.026313388233683913,0.09933502785694125,0.00021500000000000685,134588804,24281887.0,,295,active,0.004372982859494023,,,,,
295,mocaverse,moca,Moca Coin,mocaverse-moca,https://coin-images.coingecko.com/coins/images/37812/large/moca.jpg?1720693068,False,0.118137,-0.06045969353764161,-0.005346873131752095,0.010750761512273763,-0.007623000000000005,134356858,19448841.0,,296,active,-0.05297609011795925,,,,,
296,synapse-2,syn,Synapse,synapse-syn,https://coin-images.coingecko.com/coins/images/18024/large/synapse_social_icon.png?1696517540,False,0.611584,-0.21560910050878382,-0.0019162417442871486,0.7540859260955433,-0.1684500000000001,133674577,103650368.0,,297,active,-0.21096720627669177,,,,,
297,renzo-restaked-lst,pzeth,Renzo Restaked LST,renzo-restaked-lst-pzeth,https://coin-images.coingecko.com/coins/images/39124/large/200x200.png?1720629607,False,3033.91,-0.027598904881602205,-0.011453733032409902,0.0023004894728678405,-86.1899999999996,132188437,26724.0,,298,active,-0.014501492370582774,,,,,
298,kadena,kda,Kadena,kadena-kda,https://coin-images.coingecko.com/coins/images/3693/large/Social_-_Profile_Picture.png?1723001308,False,0.461038,0.02242030075688486,-0.0053098186280016585,-0.006740764053857112,0.010104000000000002,131620791,5991857.0,,299,active,0.02095793280671137,,,,,
299,harmony,one,Harmony,harmony-one,https://coin-images.coingecko.com/coins/images/4344/large/Y88JAze.png?1696504947,False,0.01069379,0.018024135379974937,-0.009269966989377576,-0.013768249946408356,0.0001897899999999987,131591698,6610574.0,,300,active,0.012621032103689393,,,,,
